inputs,labels
There can be any other theories about migrating reason and about the methods of migrating . ,There can be many other theories about reasons for migrating and the methods of migrating . 
"Morris Pearl hat eine Mission: Millionäre wie er sollen endlich mehr an den Staat zahlen müssen. Nur so lasse sich ein Aufstand der Armen noch abwenden. Der Revolutionär trägt Anzug und Trekkingschuhe. Mittagszeit in Manhattan. Morris Pearl kommt aus dem Büro gleich um die Ecke. Arbeiten müsste er nicht mehr, schon vor fünf Jahren ließ sich der 59-Jährige von seinem Job an der Wall Street pensionieren, aber der Ruhestand bekam ihm nicht. Er hat jetzt eine neue Aufgabe, die ihm kein Geld einbringt. Doch darum geht es ihm auch gar nicht. Im Gegenteil: Pearl will einen Teil seines Geldes abgeben - an den Staat.",Morris Pearl hat eine Mission: Millionäre wie er sollen endlich mehr an den Staat zahlen müssen. Nur so lasse sich ein Aufstand der Armen noch abwenden.
"The Shamrock Park derby ended 2-2 but the IFA ordered that Glenavon forfeit the match with the bottom placed Ports awarded a 3-0 victory. Glenavon believed Elebert had completed a suspension and was eligible to play. The Glenavon board unanimously agreed that the club would proceed with an appeal against this decision. The Lurgan Blues were also hit with a £350 fine. Elebert had been suspended for one game from 19 December for five bookings, three of which were picked up during reserve team matches. Glenavon felt Elebert had completed the suspension when he sat out a reserve fixture - but IFA rules dictate that such suspensions apply to the more senior team. The Mourneview Park club said they had checked Elebert's eligibility with the governing body before including him in their team.",Glenavon will make an appeal after they were punished by the Irish FA for fielding suspended player David Elebert against Portadown on Boxing Day.
"Audel, 30, ended a two-year association with the Magpies at the end of last season having made 53 appearances in all competitions. The French centre-half has also played for Triestina and Pisa in Italy as well as Macclesfield, Crewe and Lincoln. He is the National League Bluebirds ninth signing of the summer. Find all the latest football transfers on our dedicated page.","Barrow have signed defender Thierry Audel on a one-year deal with an optional second year, following his release by Notts County."
"A member of the public found the dead bird of prey in the Millcroft area of Strathaven last Friday. Specialist wildlife crime officers are attempting to establish how the bird died, and whether any crime has been committed. Buzzards are scavengers which feed mainly on the remains of dead animals, making them particularly vulnerable to the illegal use of poisonous bait. A post-mortem examination and toxicology tests will be carried out on the bird to determine its cause of death.",Police are investigating the discovery of a dead buzzard in South Lanarkshire.
"Es sind ungewohnte Zahlen für den erfolgsverwöhnten Autobauer BMW. Am Freitag wurde die Bilanz bekannt gegeben, und überall steht ein Minuszeichen: 97,5 Milliarden Euro Umsatz (minus 0,8 Prozent im Vergleich zum Vorjahr), 7,2 Milliarden Euro Gewinn (minus 17 Prozent), und erstmals seit zehn Jahren soll die Dividende gekürzt werden, von vier Euro auf 3,50 Euro. Ein Gespräch mit Vorstandschef Harald Krüger, 53, über eine Branche unter Druck, die neue Allianzen braucht.",BMW-Vorstandschef Harald Krüger über gesunde Konkurrenz und Allianzen. Eine Überkreuzbeteiligung mit Daimler schließt er aus.
"The facility has already helped groom 100 national and one world champion as well as Commonwealth Games medallists. Ms Jones, 18, from Bangor, Gwynedd, recently brought back a gold medal from the Youth Commonwealth Games in Apia, Samoa. The grant-funded extension has new physiotherapy and activity areas.","Gold medal weightlifter Catrin Jones has opened a £125,000 extension at the Holyhead and Anglesey weightlifting and fitness centre."
"Even though she does not have job , she also need car to use pick up her kids or go shopping . ","Even though she does not have a job , she also needs a car to pick up her kids or go shopping . "
"It was due to be held at the Waterfoot Hotel in Londonderry but its owner called the event after voicing concerns about health and safety. The dissident republican bomb was discovered in the hotel grounds last Friday. The session will now take place at St Columb's Park House, on the Limavady Road, Derry on Saturday. There were also security alerts at two other venues last week where recruitment events were due to take place. Belfast Met's Millfield campus and Omagh's Strule Arts Centre were evacuated but nothing untoward was found.",A PSNI recruitment event which was cancelled after a bomb find at the original venue has been rearranged.
"The 27-year-old scored twice in eight appearances for the Hammers after joining from Velez Sarsfield. But he had fallen out of favour at Upton Park following his summer move. QPR boss Harry Redknapp said: We're really pleased to bring Mauro in. He's a good footballer, someone with great ability who can play as a number 10. A move looked on the cards after Zarate was quoted in the press as saying his manager Sam Allardyce refused to play him because he was signed by Hammers co-chairman David Sullivan. Allardyce responded to that claim by saying the player wasn't good enough for West Ham. After joining QPR, Zarate said: I need to play and Queens Park Rangers have given me this chance to show what I can do. He could make his Hoops debut in the Premier League at Burnley on Saturday.",West Ham's Argentina striker Mauro Zarate has signed for Premier League rivals Queens Park Rangers on loan until the end of the season.
"Payne, unbeaten on 48 when bad light ended play, joined Dent (86) at the crease with his side struggling at 97-7, before helping them to 201-7. Gloucestershire lost three wickets in the morning, when they scored only 33 runs from 24 overs, with 129 dot balls. Paceman Steve Magoffin led the way for Sussex, taking 3-35 from his 19 overs.",Chris Dent and David Payne provided timely resistance for Gloucestershire against a suffocating Sussex bowling performance on the opening day.
